Age_ka,Depth_top_m,Depth_bottom_m,Ca_ppb,Age_b2k,CV_Ca,eta
18.65,1696.74,0.381,213.7,18650.0,0.17688888680905474,1.050711107575393
18.67,1697.18,0.382,213.86,18670.0,0.17725310443843614,1.0513302775453415
18.69,1697.67,0.383,213.82,18690.0,0.17893397864603336,1.0541877636982568
18.71,1698.13,0.384,223.59,18710.0,0.1848806928551472,1.0642971778537502
18.73,1698.59,0.384,172.86,18730.0,0.1905523547571923,1.073939003087227
18.75,1699.01,0.386,171.22,18750.0,0.1922671313691277,1.076854123327517
18.77,1699.51,0.387,200.77,18770.0,0.19277889999762313,1.0777241299959592
18.79,1700.0,0.389,184.97,18790.0,0.18994302317325346,1.0729031393945307
18.81,1700.51,0.389,156.09,18810.0,0.18945503275302816,1.072073555680148
18.83,1700.94,0.39,163.82,18830.0,0.18853006141752038,1.0705011044097845
18.85,1701.38,0.392,188.96,18850.0,0.18913719012892904,1.0715332232191794
18.87,1701.82,0.393,328.26,18870.0,0.18855346759106587,1.0705408949048119
18.89,1702.27,0.394,208.16,18890.0,0.18870035083105502,1.0707905964127935
18.91,1702.68,0.396,217.32,18910.0,0.18647040886617097,1.0669996950724907
18.93,1703.14,0.398,173.73,18930.0,0.18528217866314203,1.0649797037273414
18.95,1703.56,0.398,225.83,18950.0,0.1829120337316861,1.0609504573438664
18.97,1703.99,0.4,208.0,18970.0,0.18291666635005052,1.060958332795086
18.99,1704.42,0.4,172.98,18990.0,0.1832837147273257,1.0615823150364536
19.01,1704.87,0.401,175.21,19010.0,0.18319424757037142,1.0614302208696313
19.03,1705.33,0.401,135.01,19030.0,0.18095446013922184,1.0576225822366772
19.05,1705.76,0.402,186.3,19050.0,0.18225567850293317,1.0598346534549865
19.07,1706.18,0.404,240.55,19070.0,0.1800337129177917,1.0560573119602459
19.09,1706.68,0.405,200.96,19090.0,0.18524244162251513,1.0649121507582757
19.11,1707.08,0.406,300.45,19110.0,0.18127597025883105,1.0581691494400127
19.13,1707.55,0.407,208.96,19130.0,0.18112567476906152,1.0579136471074047
19.15,1708.02,0.407,244.37,19150.0,0.1833147218669338,1.0616350271737875
19.17,1708.4,0.408,232.37,19170.0,0.1877229938237099,1.069129089500307
19.19,1708.82,0.41,233.57,19190.0,0.18696025324036225,1.0678324305086158
19.21,1709.27,0.41,202.17,19210.0,0.1889154418280543,1.0711562511076922
19.23,1709.72,0.411,192.62,19230.0,0.190314154277448,1.0735340622716616
19.25,1710.14,0.412,236.75,19250.0,0.1988469714461778,1.0880398514585021
19.27,1710.58,0.413,165.57,19270.0,0.19901178010997905,1.0883200261869643
19.29,1711.04,0.414,136.0,19290.0,0.20173246777098736,1.0929451952106786
19.31,1711.47,0.414,136.29,19310.0,0.20178556539354173,1.093035461169021
19.33,1711.88,0.415,157.25,19330.0,0.2017253317861199,1.092933064036404
19.35,1712.33,0.416,171.84,19350.0,0.20195633982710898,1.0933257777060852
19.37,1712.79,0.418,196.49,19370.0,0.20038665317668497,1.0906573104003645
19.39,1713.29,0.419,220.74,19390.0,0.2007173028574662,1.0912194148576926
19.41,1713.72,0.42,185.74,19410.0,0.20304509789007752,1.0951766664131317
19.43,1714.18,0.421,169.1,19430.0,0.20123649215116893,1.0921020366569871
19.45,1714.61,0.422,177.11,19450.0,0.2027100308366808,1.0946070524223575
19.47,1715.1,0.422,185.99,19470.0,0.20192781548831237,1.093277286330131
19.51,1716.03,0.425,159.96,19510.0,0.18984564547161695,1.0727375973017488
19.53,1716.53,0.425,206.71,19530.0,0.1904372048747722,1.0737432482871128
19.55,1716.99,0.426,176.9,19550.0,0.19352806384109,1.078997708529853
19.57,1717.4,0.427,220.21,19570.0,0.19287442532959276,1.0778865230603076
19.59,1717.83,0.428,165.01,19590.0,0.1966353838374648,1.0842801525236903
19.61,1718.29,0.428,212.39,19610.0,0.20022813347530252,1.0903878269080143
19.63,1718.67,0.43,185.4,19630.0,0.19946109482477442,1.0890838612021165
19.65,1719.11,0.431,234.09,19650.0,0.19825042941100804,1.0870257299987136
19.67,1719.51,0.432,203.01,19670.0,0.19210093422955754,1.0765715881902478
19.69,1719.89,0.433,269.58,19690.0,0.19463686222886178,1.0808826657890651
19.71,1720.28,0.434,193.0,19710.0,0.1940333520786308,1.0798566985336724
19.73,1720.73,0.434,265.03,19730.0,0.19499116663018207,1.0814849832713094
19.75,1721.17,0.434,254.06,19750.0,0.1885547256651625,1.0705430336307762
19.77,1721.64,0.436,272.64,19770.0,0.19318183784838416,1.0784091243422531
19.79,1722.09,0.438,209.87,19790.0,0.20010513090535148,1.0901787225390975
19.81,1722.54,0.438,161.65,19810.0,0.21212484703191936,1.1106122399542628
19.83,1723.03,0.438,166.72,19830.0,0.21190609790591766,1.11024036644006
19.85,1723.44,0.439,306.3,19850.0,0.21168949082561156,1.1098721344035396
19.87,1723.9,0.44,224.3,19870.0,0.21122809719166527,1.1090877652258309
19.89,1724.34,0.441,159.09,19890.0,0.21110010683764563,1.1088701816239976
19.91,1724.81,0.442,218.63,19910.0,0.20874587358765317,1.1048679850990104
19.93,1725.24,0.443,200.12,19930.0,0.2093001635666981,1.1058102780633867
19.95,1725.63,0.444,252.19,19950.0,0.2028313831058315,1.0948133512799134
19.97,1726.07,0.445,222.14,19970.0,0.19949476123199805,1.0891410940943966
19.99,1726.48,0.445,190.81,19990.0,0.20259160759098452,1.0944057329046737
20.01,1726.96,0.446,269.46,20010.0,0.2047944618951641,1.098150585221779
20.03,1727.42,0.446,254.57,20030.0,0.20519568498280152,1.0988326644707627
20.05,1727.81,0.447,282.59,20050.0,0.21142581926291962,1.1094238927469633
20.07,1728.24,0.447,214.97,20070.0,0.20897355842362852,1.1052550493201685
20.09,1728.67,0.448,206.32,20090.0,0.2088947951386254,1.1051211517356632
20.11,1729.12,0.449,189.9,20110.0,0.20953880804128153,1.1062159736701787
20.13,1729.56,0.45,159.16,20130.0,0.20618256227832973,1.1005103558731606
20.15,1730.04,0.452,182.73,20150.0,0.2059724998537675,1.1001532497514048
20.17,1730.55,0.452,151.42,20170.0,0.2062387874357594,1.100605938640791
20.19,1731.0,0.452,152.74,20190.0,0.2063767678875846,1.1008405054088939
20.21,1731.47,0.453,184.31,20210.0,0.2031745694048509,1.0953967679882466
20.23,1731.96,0.453,227.77,20230.0,0.20321063742629,1.095458083624693
20.25,1732.41,0.454,224.71,20250.0,0.20179222903043037,1.0930467893517317
20.27,1732.92,0.457,156.91,20270.0,0.20517049227865325,1.0987898368737106
20.29,1733.32,0.458,203.08,20290.0,0.2069397908542361,1.1017976444522013
20.31,1733.76,0.459,180.21,20310.0,0.20714905449855545,1.1021533926475442
20.33,1734.14,0.46,251.33,20330.0,0.20605011873155438,1.1002852018436424
20.35,1734.57,0.46,279.54,20350.0,0.20574346830871146,1.0997638961248095
20.37,1735.04,0.461,302.87,20370.0,0.2084979044845563,1.1044464376237457
20.39,1735.43,0.462,330.67,20390.0,0.20719007487330704,1.102223127284622
20.41,1735.82,0.463,221.19,20410.0,0.20706722266378583,1.102014278528436
20.43,1736.26,0.463,218.42,20430.0,0.20457469441488055,1.097776980505297
20.45,1736.75,0.463,229.83,20450.0,0.2058487760868747,1.099942919347687
20.47,1737.16,0.465,203.71,20470.0,0.2015820877479192,1.0926895491714625
20.49,1737.61,0.465,231.89,20490.0,0.2049734410869067,1.0984548498477413
20.51,1738.09,0.465,308.13,20510.0,0.2007807496078681,1.0913272743333757
20.53,1738.51,0.466,211.72,20530.0,0.20095412590703104,1.0916220140419528
20.55,1738.97,0.467,198.29,20550.0,0.2001434513675715,1.0902438673248716
20.57,1739.44,0.469,145.2,20570.0,0.2024472639298755,1.0941603486807883
20.59,1739.86,0.471,166.55,20590.0,0.2035079114920531,1.0959634495364903
20.61,1740.31,0.472,201.03,20610.0,0.20494739024275385,1.0984105634126815
20.63,1740.77,0.472,130.52,20630.0,0.2045286250501264,1.097698662585215
20.65,1741.14,0.473,225.28,20650.0,0.20472267056123641,1.0980285399541019
20.67,1741.54,0.474,178.11,20670.0,0.20334596226503607,1.0956881358505612
20.69,1741.97,0.474,177.02,20690.0,0.20423411533209862,1.0971979960645677
20.71,1742.43,0.476,211.73,20710.0,0.20331777072046675,1.0956402102247935
20.73,1742.87,0.476,228.91,20730.0,0.20288246007005586,1.094900182119095
20.75,1743.32,0.476,274.65,20750.0,0.20171512771566605,1.0929157171166324
20.77,1743.7,0.477,238.84,20770.0,0.19935222869807037,1.0888987887867196
20.79,1744.13,0.477,226.34,20790.0,0.1924422062063244,1.0771517505507515
20.81,1744.54,0.478,210.96,20810.0,0.18841333243903916,1.0703026651463665
20.83,1744.94,0.481,234.27,20830.0,0.19022150548422279,1.0733765593231788
20.85,1745.31,0.482,290.63,20850.0,0.1915681488982777,1.075665853127072
20.87,1745.74,0.484,281.69,20870.0,0.191780634927184,1.0760270793762128
20.89,1746.13,0.485,272.63,20890.0,0.18498368991717376,1.0644722728591953
20.91,1746.52,0.486,223.45,20910.0,0.18321876088987313,1.0614718935127843
20.93,1746.92,0.487,259.26,20930.0,0.18203614181908406,1.0594614410924428
20.95,1747.3,0.488,292.98,20950.0,0.18475048772943806,1.0640758291400447
20.97,1747.68,0.489,216.78,20970.0,0.18483890183127574,1.0642261331131688
20.99,1748.07,0.49,213.99,20990.0,0.18572667130613876,1.065735341220436
21.01,1748.43,0.492,272.86,21010.0,0.18514702136069922,1.0647499363131887
21.03,1748.81,0.494,310.18,21030.0,0.1912929840150848,1.075198072825644
21.05,1749.18,0.495,224.47,21050.0,0.2025077315238064,1.0942631435904708
21.07,1749.54,0.496,298.33,21070.0,0.2046942373075635,1.0979802034228578
21.09,1749.92,0.496,257.85,21090.0,0.20712456188443462,1.1021117552035389
21.11,1750.29,0.497,258.29,21110.0,0.21612230629381793,1.1174079206994905
21.13,1750.69,0.499,254.36,21130.0,0.21572449330205187,1.1167316386134882
21.15,1751.11,0.499,293.25,21150.0,0.21320274361685732,1.1124446641486574
21.17,1751.5,0.5,278.69,21170.0,0.20954268762975853,1.1062225689705896
21.19,1751.91,0.501,305.59,21190.0,0.19919545237633426,1.0886322690397683
21.21,1752.32,0.502,257.13,21210.0,0.19435436286554317,1.0804024168714235
21.23,1752.71,0.503,219.33,21230.0,0.19368781219282624,1.0792692807278046
21.25,1753.09,0.503,245.96,21250.0,0.179732640816966,1.0555454893888423
21.31,1754.28,0.505,282.39,21310.0,0.1777091039653042,1.0521054767410172
21.33,1754.64,0.507,243.08,21330.0,0.17053022892891756,1.03990138917916
21.35,1755.0,0.508,288.55,21350.0,0.16309851426954872,1.0272674742582328
21.37,1755.37,0.509,319.73,21370.0,0.16034580039398336,1.0225878606697716
21.39,1755.75,0.511,275.61,21390.0,0.15921948361860802,1.0206731221516336
21.41,1756.14,0.511,250.88,21410.0,0.15948512729777964,1.0211247164062254
21.43,1756.55,0.513,312.51,21430.0,0.16042510801673576,1.0227226836284509
21.45,1756.9,0.513,335.52,21450.0,0.15880723795012808,1.0199723045152176
21.47,1757.26,0.513,304.4,21470.0,0.15609226395168616,1.0153568487178664
21.49,1757.68,0.514,290.4,21490.0,0.15409961414649134,1.0119693440490352
21.51,1758.04,0.515,279.08,21510.0,0.1541159361847881,1.0119970915141399
21.53,1758.4,0.515,282.11,21530.0,0.1542135811019538,1.0121630878733214
21.55,1758.76,0.517,328.27,21550.0,0.15428899223296264,1.0122912867960365
21.57,1759.18,0.518,324.51,21570.0,0.15272465377797836,1.0096319114225631
21.59,1759.55,0.519,282.92,21590.0,0.15208371742886967,1.0085423196290784
21.61,1759.91,0.52,316.44,21610.0,0.15335372032899228,1.0107013245592869
21.63,1760.26,0.52,324.23,21630.0,0.1503613808641778,1.0056143474691024
21.65,1760.62,0.521,368.7,21650.0,0.14653846880961993,0.9991153969763539
21.67,1761.02,0.522,409.91,21670.0,0.14627883214485385,0.9986740146462515
21.69,1761.43,0.523,344.63,21690.0,0.14618483757000988,0.9985142238690168
21.71,1761.8,0.524,369.55,21710.0,0.14295820387980476,0.9930289465956681
21.73,1762.17,0.525,412.87,21730.0,0.14308230923211818,0.993239925694601
21.75,1762.53,0.527,288.32,21750.0,0.14284244216817038,0.9928321516858897
21.77,1762.91,0.528,278.88,21770.0,0.14241486377976612,0.9921052684256024
21.79,1763.29,0.528,291.78,21790.0,0.14499291402680484,0.9964879538455682
21.81,1763.67,0.529,294.93,21810.0,0.1482835218926821,1.0020819872175595
21.83,1764.07,0.529,211.73,21830.0,0.1498596811790917,1.004761458004456
21.85,1764.45,0.53,208.39,21850.0,0.15373303636199717,1.0113461618153952
21.87,1764.86,0.53,283.75,21870.0,0.1535000577379627,1.0109500981545365
21.89,1765.26,0.531,269.37,21890.0,0.15011322731357754,1.005192486433082
21.91,1765.62,0.531,292.54,21910.0,0.15077131980713238,1.006311243672125
21.93,1765.99,0.531,265.2,21930.0,0.15197246745725726,1.0083531946773374
21.95,1766.36,0.532,248.23,21950.0,0.15672180675618602,1.0164270714855164
21.97,1766.71,0.532,245.8,21970.0,0.1591177633993214,1.0205001977788464
21.99,1767.07,0.533,312.19,21990.0,0.15868301693849476,1.0197611287954411
22.01,1767.43,0.534,226.08,22010.0,0.15892177482183525,1.02016701719712
22.03,1767.79,0.536,250.97,22030.0,0.15897767427416828,1.020262046266086
22.05,1768.18,0.536,244.28,22050.0,0.15908146123090883,1.0204384840925451
22.07,1768.5,0.537,281.49,22070.0,0.15777085378952224,1.018210451442188
22.09,1768.89,0.538,294.58,22090.0,0.15961193357451955,1.0213402870766832
22.11,1769.23,0.539,275.18,22110.0,0.1608841251713475,1.0235030127912907
22.13,1769.61,0.54,309.97,22130.0,0.16492703762906064,1.030375963969403
22.15,1770.0,0.541,243.94,22150.0,0.166067275529265,1.0323143683997504
22.17,1770.39,0.542,296.83,22170.0,0.1662077654315419,1.0325532012336212
22.19,1770.73,0.544,247.2,22190.0,0.16557496893052318,1.0314774471818895
22.21,1771.13,0.545,258.3,22210.0,0.16692886226998863,1.0337790658589807
22.23,1771.49,0.547,312.69,22230.0,0.16625904520171036,1.0326403768429075
22.25,1771.81,0.547,293.5,22250.0,0.1651384191477204,1.0307353125511247
22.27,1772.21,0.548,305.87,22270.0,0.1752554911970167,1.0479343350349284
22.29,1772.58,0.548,301.02,22290.0,0.1791186498632092,1.0545017047674556
22.31,1772.95,0.548,278.96,22310.0,0.1917408689893522,1.0759594772818988
22.33,1773.33,0.549,324.17,22330.0,0.19828373023509177,1.087082341399656
22.35,1773.74,0.551,321.33,22350.0,0.19253666907373315,1.0773123374253464
22.37,1774.12,0.551,221.75,22370.0,0.1976073032079066,1.085932415453441
22.39,1774.53,0.552,225.03,22390.0,0.19870845125958328,1.0878043671412916
22.41,1774.91,0.553,243.18,22410.0,0.19845869819095788,1.0873797869246284
22.43,1775.33,0.553,215.78,22430.0,0.1978584322306618,1.086359334792125
22.45,1775.76,0.554,262.52,22450.0,0.19667426884492326,1.0843462570363696
22.47,1776.15,0.556,312.13,22470.0,0.1952167266610901,1.0818684353238532
22.49,1776.59,0.557,236.6,22490.0,0.1952388658126483,1.0819060718815021
22.51,1776.96,0.558,249.57,22510.0,0.1952275797022465,1.081886885493819
22.53,1777.33,0.56,194.5,22530.0,0.19618495307726894,1.0835144202313571
22.55,1777.75,0.561,231.41,22550.0,0.19629299819199728,1.0836980969263954
22.57,1778.12,0.563,280.45,22570.0,0.19914385630282627,1.0885445557148046
22.59,1778.51,0.563,316.51,22590.0,0.2082921803103314,1.1040967065275633
22.61,1778.9,0.563,249.84,22610.0,0.21843367227343108,1.1213372428648327
22.63,1779.27,0.564,267.02,22630.0,0.23263127212655343,1.1454731626151409
22.65,1779.66,0.564,292.59,22650.0,0.24976351903323116,1.174597982356493
22.67,1780.04,0.565,234.87,22670.0,0.2714884644171816,1.2115303895092087
22.71,1780.91,0.567,244.85,22710.0,0.2857585755562614,1.2357895784456443
22.73,1781.31,0.568,208.74,22730.0,0.2929175903341843,1.2479599035681133
22.75,1781.74,0.568,245.05,22750.0,0.29336934538551235,1.248727887155371
22.77,1782.12,0.57,242.22,22770.0,0.2964066443144634,1.2538912953345878
22.79,1782.46,0.57,261.25,22790.0,0.30486296991744416,1.268267048859655
22.81,1782.84,0.571,238.83,22810.0,0.3233596503169339,1.2997114055387877
22.83,1783.24,0.572,290.65,22830.0,0.3398277434527689,1.327707163869707
22.85,1783.62,0.573,283.01,22850.0,0.3717661087056776,1.3820023847996519
22.87,1784.03,0.575,129.15,22870.0,0.4289642732790115,1.4792392645743195
22.89,1784.47,0.577,123.85,22890.0,0.4468371788459848,1.509623204038174
22.91,1784.96,0.579,116.49,22910.0,0.47600183409557273,1.5592031179624737
22.93,1785.42,0.58,128.39,22930.0,0.49102837652735437,1.5847482400965025
22.95,1785.85,0.582,153.84,22950.0,0.5182512716081,1.63102716173377
22.97,1786.28,0.583,172.08,22970.0,0.5349071716973592,1.6593421918855107
22.99,1786.65,0.585,217.52,22990.0,0.5379277501520251,1.6644771752584426
23.01,1787.07,0.585,236.53,23010.0,0.5473569552822676,1.6805068239798548
23.03,1787.52,0.585,241.24,23030.0,0.5543171442617834,1.6923391452450316
23.05,1787.94,0.586,283.55,23050.0,0.5567378385556093,1.696454325544536
23.07,1788.31,0.587,285.57,23070.0,0.5580137379419137,1.6986233545012532
23.09,1788.78,0.588,237.95,23090.0,0.556234981909177,1.6955994692456007
23.11,1789.21,0.589,252.99,23110.0,0.5635617706608977,1.7080550101235261
23.13,1789.59,0.589,310.02,23130.0,0.562885394319312,1.7069051703428304
23.15,1789.92,0.59,247.36,23150.0,0.58701058580666,1.747917995871322
23.17,1790.26,0.59,194.04,23170.0,0.5886460122021644,1.7506982207436794
23.19,1790.68,0.591,140.89,23190.0,0.5862331944699095,1.7465964305988462
23.21,1791.16,0.592,121.03,23210.0,0.5827799812396413,1.74072596810739
23.23,1791.63,0.593,102.18,23230.0,0.5833239279616508,1.7416506775348064
23.25,1792.16,0.594,85.5,23250.0,0.5790659414881772,1.7344121005299011
23.27,1792.62,0.595,57.9,23270.0,0.5781171714324547,1.732799191435173
23.29,1793.19,0.596,88.83,23290.0,0.5763479209121609,1.7297914655506736
23.31,1793.69,0.597,128.56,23310.0,0.5697339750327377,1.718547757555654
23.33,1794.08,0.598,212.38,23330.0,0.5662845681604013,1.7126837658726821
23.35,1794.49,0.599,346.66,23350.0,0.5598762683590578,1.7017896562103982
23.37,1794.88,0.599,381.3,23370.0,0.5576036012140839,1.6979261220639428
23.39,1795.27,0.6,457.18,23390.0,0.5542981125932652,1.692306791408551
23.41,1795.64,0.602,456.56,23410.0,0.5512796188588098,1.6871753520599766
23.43,1795.98,0.605,554.97,23430.0,0.5430377085008067,1.6731641044513714
23.45,1796.35,0.607,698.16,23450.0,0.5387429849895381,1.6658630744822147
23.47,1796.72,0.608,546.21,23470.0,0.5373279954368685,1.6634575922426764
23.49,1797.07,0.609,639.92,23490.0,0.5242427366861198,1.6412126523664035
23.51,1797.36,0.61,570.34,23510.0,0.5101879526634318,1.6173195195278338
23.53,1797.67,0.61,685.87,23530.0,0.4960367592317084,1.5932624906939044
23.55,1798.03,0.611,632.82,23550.0,0.4820891742350422,1.5695515961995716
23.61,1799.03,0.615,486.29,23610.0,0.47224098171830536,1.552809668921119
23.63,1799.34,0.617,630.95,23630.0,0.46873294306906016,1.5468460032174023
23.65,1799.67,0.618,626.41,23650.0,0.4628500795963989,1.5368451353138781
23.67,1799.97,0.621,573.73,23670.0,0.4582193204737352,1.5289728448053497
23.69,1800.31,0.621,595.6,23690.0,0.4499257622181746,1.5148737957708969
23.71,1800.63,0.624,492.99,23710.0,0.4442131293742861,1.5051623199362862
23.73,1800.95,0.625,648.37,23730.0,0.4395209847271749,1.4971856740361973
23.75,1801.27,0.625,586.0,23750.0,0.4341128242543939,1.4879918012324698
23.77,1801.58,0.626,891.54,23770.0,0.42823260854654815,1.4779954345291317
23.79,1801.91,0.626,732.06,23790.0,0.42563293376492783,1.4735759874003773
23.83,1802.53,0.63,643.34,23830.0,0.4205011897167793,1.4648520225185249
23.85,1802.85,0.632,543.7,23850.0,0.4154442426277458,1.456255212467168
23.87,1803.16,0.633,646.14,23870.0,0.405972271984187,1.440152862373118
23.89,1803.47,0.633,603.54,23890.0,0.3941106148494452,1.419988045244057
23.91,1803.77,0.634,689.06,23910.0,0.3803663600073734,1.3966228120125348
23.93,1804.06,0.635,653.53,23930.0,0.3670632638564778,1.3740075485560124
23.95,1804.35,0.636,583.88,23950.0,0.35037406531071236,1.345635911028211
23.97,1804.66,0.638,696.64,23970.0,0.3328947678230534,1.3159211052991906
23.99,1804.94,0.639,686.02,23990.0,0.31690791140052205,1.2887434493808874
24.01,1805.23,0.64,759.98,24010.0,0.3056231142108559,1.269559294158455
24.03,1805.56,0.641,758.77,24030.0,0.30317567664474016,1.2653986502960581
24.05,1805.87,0.642,760.5,24050.0,0.30112937620018704,1.261919939540318
24.11,1806.81,0.644,532.03,24110.0,0.3001603896080103,1.2602726623336173
24.13,1807.09,0.645,419.41,24130.0,0.30076751010592867,1.2613047671800788
24.15,1807.4,0.646,316.15,24150.0,0.30080389660182977,1.2613666242231107
24.17,1807.74,0.647,396.52,24170.0,0.2988712249999423,1.2580810824999018
24.19,1808.04,0.649,418.37,24190.0,0.29938087071096325,1.2589474802086376
24.21,1808.39,0.652,397.59,24210.0,0.29865517886547427,1.2577138040713063
24.23,1808.74,0.653,421.52,24230.0,0.3029155416537229,1.264956420811329
24.25,1809.03,0.654,341.06,24250.0,0.30389435106665447,1.2666203968133125
24.27,1809.4,0.655,229.72,24270.0,0.30335820164082994,1.265708942789411
24.29,1809.73,0.656,341.7,24290.0,0.30336213952441654,1.2657156371915081
24.31,1810.05,0.657,336.48,24310.0,0.3047929833792526,1.2681480717447293
24.33,1810.36,0.658,505.11,24330.0,0.30868444455482735,1.2747635557432064
24.35,1810.72,0.658,464.9,24350.0,0.3105098899101552,1.2778668128472639
24.37,1811.06,0.66,417.09,24370.0,0.3159574016458778,1.2871275827979924
24.39,1811.35,0.662,357.6,24390.0,0.3253536088734339,1.3031011350848376
24.41,1811.69,0.663,397.96,24410.0,0.3325461859830689,1.3153285161712172
24.43,1812.02,0.664,379.68,24430.0,0.33706501464099026,1.3230105248896833
24.45,1812.37,0.665,362.74,24450.0,0.3205747983329331,1.2949771571659863
24.47,1812.7,0.665,283.68,24470.0,0.3177261437704618,1.290134444409785
24.49,1813.0,0.667,297.94,24490.0,0.31707600067424635,1.2890292011462188
24.51,1813.28,0.668,314.39,24510.0,0.31689477586519654,1.288721118970834
24.53,1813.57,0.669,317.82,24530.0,0.31267855598418015,1.2815535451731064
24.55,1813.89,0.67,273.82,24550.0,0.311431264812454,1.2794331501811718
24.57,1814.19,0.671,283.32,24570.0,0.3076481914335746,1.2730019254370768
24.59,1814.49,0.672,353.22,24590.0,0.3037781235142659,1.266422809974252
24.61,1814.79,0.674,397.21,24610.0,0.30360910220745474,1.2661354737526729
24.63,1815.08,0.675,459.72,24630.0,0.30481302209546934,1.268182137562298
24.65,1815.37,0.675,412.91,24650.0,0.29843826194510675,1.2573450453066815
24.67,1815.69,0.675,451.05,24670.0,0.28624148438797553,1.2366105234595584
24.69,1815.96,0.677,537.45,24690.0,0.27439758168605816,1.2164758888662988
24.71,1816.3,0.679,430.91,24710.0,0.2599557616938501,1.191924794879545
24.73,1816.6,0.68,535.08,24730.0,0.26297404036454997,1.197055868619735
24.75,1816.88,0.68,489.33,24750.0,0.26791042748725236,1.205447726728329
24.77,1817.14,0.681,480.33,24770.0,0.26913736485223605,1.2075335202488013
24.79,1817.46,0.681,500.05,24790.0,0.2699191603066247,1.208862572521262
24.81,1817.77,0.682,346.44,24810.0,0.27722198012778554,1.2212773662172354
24.83,1818.11,0.682,366.16,24830.0,0.28186187166680127,1.229165181833562
24.85,1818.47,0.683,465.79,24850.0,0.28399697430188536,1.2327948563132052
24.87,1818.79,0.684,485.93,24870.0,0.2914752012370201,1.2455078421029342
24.89,1819.1,0.685,382.5,24890.0,0.2967393948447448,1.254456971236066
24.91,1819.44,0.686,319.75,24910.0,0.29361438606427265,1.2491444563092635
24.93,1819.76,0.688,389.57,24930.0,0.2921644174623066,1.2466795096859211
24.95,1820.06,0.69,293.09,24950.0,0.2960694601969602,1.2533180823348324
24.97,1820.43,0.691,234.25,24970.0,0.2991527510411588,1.2585596767699698
24.99,1820.78,0.693,232.38,24990.0,0.30018849166782186,1.2603204358352973
25.01,1821.11,0.693,299.32,25010.0,0.3014814519161599,1.262518468257472
25.03,1821.43,0.694,353.37,25030.0,0.30362780767705766,1.266167273050998
25.05,1821.76,0.696,292.02,25050.0,0.31230819749356564,1.2809239357390616
25.07,1822.06,0.697,332.57,25070.0,0.3122703659767526,1.2808596221604795
25.09,1822.38,0.699,419.19,25090.0,0.31064690664171296,1.2780997412909119
25.11,1822.72,0.7,493.67,25110.0,0.3123875569116937,1.2810588467498794
25.13,1823.0,0.701,565.88,25130.0,0.31086526986904794,1.2784709587773815
25.15,1823.29,0.701,619.62,25150.0,0.30778758731064726,1.2732388984281005
25.17,1823.58,0.702,562.06,25170.0,0.3007574210294932,1.2612876157501385
25.19,1823.88,0.702,579.08,25190.0,0.30690516412635654,1.271738779014806
25.21,1824.16,0.702,713.28,25210.0,0.3052330799934993,1.2688962359889489
25.23,1824.46,0.704,551.87,25230.0,0.30475919194136397,1.2680906263003187
25.25,1824.74,0.705,579.27,25250.0,0.3027028500441125,1.2645948450749913
25.27,1825.03,0.706,606.29,25270.0,0.2991079507071204,1.2584835162021046
25.29,1825.33,0.708,581.15,25290.0,0.2967355822476764,1.2544504898210498
25.31,1825.67,0.71,599.46,25310.0,0.29606958296022984,1.2533182910323908
25.33,1826.0,0.711,615.67,25330.0,0.2927733110315112,1.247714628753569
25.35,1826.28,0.712,612.83,25350.0,0.29284532240214894,1.2478370480836531
25.37,1826.6,0.714,547.54,25370.0,0.2968682813912074,1.2546760783650526
25.39,1826.9,0.715,676.02,25390.0,0.2980231104424503,1.2566392877521655
25.41,1827.2,0.717,652.24,25410.0,0.2991040613612755,1.2584769043141684
25.43,1827.49,0.718,600.34,25430.0,0.3007782216390576,1.2613229767863978
